# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_protein_protein_contact	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CECR5-AS1	CECR5-AS1	NR_024483.1		0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CECR6	CECR6	NM_031890.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CECR7	CECR7	NR_015352.1		0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CELA1	CELA1	NM_001971.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CELA2A	CELA2A	NM_033440.2	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CELA2B	CELA2B	NM_015849.2	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CELA3B	CELA3B	NM_007352.3	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CELF1	CELF1	NM_001172639.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF2	CELF2	NM_001326325.1	protein_coding	0	0	0	29	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	2
CELF2-AS1	CELF2-AS1	NR_126062.1		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CELF2-AS2	CELF2-AS2	NR_046108.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF4	CELF4	NM_020180.3	protein_coding	0	8	0	32	0	0	0	0	32	0	0	0	8	0	0	0	0	0	0	0	0	0
CELF5	CELF5	NM_021938.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF6	CELF6	NM_052840.4	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CELSR1	CELSR1	NM_014246.1	protein_coding	0	0	3	24	0	0	0	1	23	3	0	0	0	0	0	0	0	0	0	0	0	0
CELSR2	CELSR2	NM_001408.2	protein_coding	0	0	0	7	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELSR3	CELSR3	NM_001407.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEMIP	CEMIP	NM_001293298.1	protein_coding	0	0	0	17	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2
CEND1	CEND1	NM_016564.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPBD1P1	CENPBD1P1	NR_026052.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPC	CENPC	NM_001812.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CENPF	CENPF	NM_016343.3	protein_coding	0	0	4	3	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0
CENPI	CENPI	NM_006733.3	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
CENPJ	CENPJ	NM_018451.4	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPK	CENPK	NM_001267038.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPM	CENPM	NM_024053.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CENPN	CENPN	NM_001100625.2	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CENPU	CENPU	NM_024629.3	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP104	CEP104	NM_014704.3	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP112	CEP112	NM_001199165.2	protein_coding	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP120	CEP120	NM_153223.3	protein_coding	0	0	0	4	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP126	CEP126	NM_020802.3	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP128	CEP128	NM_152446.3	protein_coding	0	0	0	25	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1
CEP131	CEP131	NM_001319228.1	protein_coding	0	0	1	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CEP135	CEP135	NM_025009.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP152	CEP152	NM_001194998.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP162	CEP162	NM_014895.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP164	CEP164	NM_014956.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP170B	CEP170B	NM_001112726.2	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
CEP170P1	CEP170P1	NR_003135.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP19	CEP19	NM_032898.4	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CEP192	CEP192	NM_032142.3	protein_coding	0	0	1	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CEP290	CEP290	NM_025114.3	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CEP295	CEP295	NM_033395.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP295NL	CEP295NL	NM_001243540.1	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP350	CEP350	NM_014810.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP41	CEP41	NM_018718.2	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP44	CEP44	NM_001145314.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP55	CEP55	NM_001127182.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP57	CEP57	NM_014679.4	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP63	CEP63	NM_025180.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP70	CEP70	NM_001320599.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP72	CEP72	NM_018140.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CEP76	CEP76	NM_024899.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP78	CEP78	NM_001098802.1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
CEP83	CEP83	NM_001042399.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP83-AS1	CEP83-AS1	NR_027035.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP85	CEP85	NM_022778.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP85L	CEP85L	NM_001178035.1	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
CEP89	CEP89	NM_032816.4	protein_coding	0	0	2	8	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	3
CEP95	CEP95	NM_138363.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CEP97	CEP97	NM_024548.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEPT1	CEPT1	NM_001007794.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CERCAM	CERCAM	NM_016174.4	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CERK	CERK	NM_022766.5	protein_coding	0	1	0	7	1	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1
CERKL	CERKL	NM_001030311.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CERS1	CERS1	NM_021267.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CERS2	CERS2	NM_022075.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CERS3	CERS3	NM_001290341.2	protein_coding	0	0	1	10	0	0	0	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0
CERS3-AS1	CERS3-AS1	NR_120374.1		0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
CERS4	CERS4	NM_024552.2	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
CERS5	CERS5	NM_147190.3	protein_coding	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0
CERS6	CERS6	NM_001256126.1	protein_coding	0	0	0	29	1	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1
CERS6-AS1	CERS6-AS1	NR_045786.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CES1	CES1	NM_001025195.1	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
CES1P1	CES1P1	NR_003276.2		0	1	0	3	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	2
CES1P2	CES1P2	NR_033740.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CES5A	CES5A	NM_001190158.1	protein_coding	0	1	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0
CES5AP1	CES5AP1	NR_037839.1		0	1	0	4	0	0	0	1	3	0	1	0	0	0	0	1	0	0	0	0	0	0
CETP	CETP	NM_000078.2	protein_coding	0	0	1	11	0	0	0	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0
CFAP100	CFAP100	NM_182628.2	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CFAP161	CFAP161	NM_173528.2	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CFAP20	CFAP20	NM_013242.2	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CFAP221	CFAP221	NM_001271049.1	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP36	CFAP36	NM_001282761.1	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP43	CFAP43	NM_025145.5	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP44	CFAP44	NM_001164496.1	protein_coding	0	0	2	2	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
CFAP44-AS1	CFAP44-AS1	NR_046728.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP45	CFAP45	NM_012337.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP46	CFAP46	NM_001200049.2	protein_coding	0	0	2	8	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0
CFAP47	CFAP47	NM_001304548.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP52	CFAP52	NM_145054.4	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CFAP53	CFAP53	NM_145020.4	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1
CFAP54	CFAP54	NM_001306084.1	protein_coding	0	0	2	10	0	0	0	1	9	2	0	0	0	0	0	0	0	0	0	0	0	0
CFAP57	CFAP57	NM_001195831.2	protein_coding	0	0	1	4	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
CFAP58	CFAP58	NM_001008723.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP58-AS1	CFAP58-AS1	NR_108036.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CFAP61	CFAP61	NM_015585.3	protein_coding	0	0	0	18	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP69	CFAP69	NM_001039706.2	protein_coding	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP74	CFAP74	NM_001304360.1	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP77	CFAP77	NM_207417.2	protein_coding	0	1	0	14	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	1	1
CFAP97	CFAP97	NM_020827.2	protein_coding	0	0	2	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
CFAP99	CFAP99	NM_001193282.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CFB	CFB	NM_001710.5	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CFD	CFD	NM_001317335.1	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CFDP1	CFDP1	NM_006324.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
CFH	CFH	NM_000186.3	protein_coding	0	2	3	15	0	0	0	0	14	3	0	0	0	0	0	0	0	0	0	0	2	1
CFHR5	CFHR5	NM_030787.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CFI	CFI	NM_001318057.1	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
CFL1	CFL1	NM_005507.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFL1P1	CFL1P1	NR_028492.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CFL2	CFL2	NM_021914.7	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CFLAR	CFLAR	NM_001127183.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CFLAR-AS1	CFLAR-AS1	NR_040030.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CFP	CFP	NM_001145252.1	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CFTR	CFTR	NM_000492.3	protein_coding	0	0	1	3	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
CGB7	CGB7	NM_033142.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGB8	CGB8	NM_033183.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CGGBP1	CGGBP1	NM_001008390.1	protein_coding	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CGN	CGN	NM_020770.2	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CGNL1	CGNL1	NM_001252335.1	protein_coding	0	0	1	25	0	0	0	1	24	1	0	0	0	0	0	0	0	0	0	0	0	0
CH25H	CH25H	NM_003956.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHAC2	CHAC2	NM_001008708.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CHADL	CHADL	NM_138481.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAF1A	CHAF1A	NM_005483.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAF1B	CHAF1B	NM_005441.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAMP1	CHAMP1	NM_001164144.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CHAT	CHAT	NM_020549.4	protein_coding	0	1	1	7	0	0	0	1	6	1	0	0	0	0	0	0	0	0	0	0	1	0
CHCHD10	CHCHD10	NM_001301339.1	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
CHCHD3	CHCHD3	NM_001317177.1	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1
CHCHD5	CHCHD5	NM_032309.3	protein_coding	0	1	1	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1
CHCHD6	CHCHD6	NM_001320610.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHCHD7	CHCHD7	NM_001011668.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CHD1	CHD1	NM_001270.2	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CHD1L	CHD1L	NM_004284.4	protein_coding	0	1	1	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0
CHD2	CHD2	NM_001271.3	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
CHD4	CHD4	NM_001273.3	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
CHD5	CHD5	NM_015557.2	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
CHD6	CHD6	NM_032221.4	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
CHD7	CHD7	NM_017780.3	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
CHD8	CHD8	NM_001170629.1	protein_coding	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CHD9	CHD9	NM_001308319.1	protein_coding	0	0	1	4	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0
CHDH	CHDH	NM_018397.4	protein_coding	0	0	0	10	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	1
CHEK1	CHEK1	NM_001114121.2	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHEK2	CHEK2	NM_001005735.1	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
CHERP	CHERP	NM_006387.5	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CHGA	CHGA	NM_001275.3	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
CHGB	CHGB	NM_001819.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CHI3L1	CHI3L1	NM_001276.2	protein_coding	3	0	1	5	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	3	0	3
CHI3L2	CHI3L2	NM_004000.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CHIA	CHIA	NM_201653.3	protein_coding	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
CHIAP2	CHIAP2	NR_003928.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHIC1	CHIC1	NM_001039840.2	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CHID1	CHID1	NM_001142676.1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
CHIT1	CHIT1	NM_003465.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CHKA	CHKA	NM_001277.2	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
CHKB	CHKB	NM_005198.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHKB-AS1	CHKB-AS1	NR_110536.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CHKB-CPT1B	CHKB-CPT1B	NR_027928.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHL1	CHL1	NM_006614.3	protein_coding	0	0	1	25	0	0	0	0	25	1	0	0	0	0	0	0	0	0	0	0	0	0
CHL1-AS1	CHL1-AS1	NR_110739.1		0	0	0	7	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1
CHM	CHM	NM_000390.3	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
CHMP1A	CHMP1A	NM_001083314.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHMP1B2P	CHMP1B2P	NR_110646.1		0	0	0	3	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
CHMP2A	CHMP2A	NM_014453.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHMP2B	CHMP2B	NM_014043.3	protein_coding	0	1	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1
CHMP3	CHMP3	NM_016079.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHMP4A	CHMP4A	NM_014169.3	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CHMP4B	CHMP4B	NM_176812.4	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
CHMP4C	CHMP4C	NM_152284.3	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CHMP5	CHMP5	NM_016410.5	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CHMP6	CHMP6	NM_024591.4	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CHMP7	CHMP7	NM_152272.4	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
CHN1	CHN1	NM_001822.5	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
CHN2	CHN2	NM_001293069.1	protein_coding	0	0	0	47	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	1
CHODL-AS1	CHODL-AS1	NR_024354.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CHP1	CHP1	NM_007236.4	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CHPF	CHPF	NM_024536.5	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHPT1	CHPT1	NM_020244.2	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
CHRD	CHRD	NM_003741.3	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHRDL1	CHRDL1	NM_001143981.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRDL2	CHRDL2	NM_015424.5	protein_coding	0	0	0	6	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1
CHRM1	CHRM1	NM_000738.2	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRM2	CHRM2	NM_000739.2	protein_coding	0	0	0	18	1	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRM3	CHRM3	NM_000740.2	protein_coding	0	0	0	19	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRM3-AS1	CHRM3-AS1	NR_046582.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CHRM3-AS2	CHRM3-AS2	NR_103776.1		0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRM5	CHRM5	NM_001320917.1	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
CHRNA1	CHRNA1	NM_001039523.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CHRNA10	CHRNA10	NM_020402.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA2	CHRNA2	NM_000742.3	protein_coding	0	0	1	5	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1
CHRNA3	CHRNA3	NM_000743.4	protein_coding	0	1	0	7	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	1
CHRNA4	CHRNA4	NM_000744.6	protein_coding	0	1	0	5	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1
CHRNA5	CHRNA5	NM_000745.3	protein_coding	0	0	0	8	1	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA6	CHRNA6	NM_004198.3	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA7	CHRNA7	NM_001190455.2	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
